"MUSYM","Index","Year","Sheet_ID","Date","Date_survey_started","Survey","No","Time","Y","X","SVL_mm","Color","Nuptial_Pads","gravid","Sex","Adjusted_sex","Mass","COMMENTS","LOCAL_NAME","FORM_NAME","ALLIAN_SCI","ALLIAN_ENG","ASSOC_SCI","AREASYMBOL","MUKEY","Soil_description","Top_layer","Middle_layer","Parent_material","Drainage","Hydric_soil_group","Hydric_soil","lineOrig"
"27",449,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",117,"25",4118399,365762,62.7,"YG","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",133
"27",450,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",118,"24",4118380,365775,46.2,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",134
"27",451,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",119,"24",4118380,365775,51.4,"DY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",135
"27",452,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",120,"29",4118420,365766,43.2,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",136
"27",453,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",121,"34",4118426,365782,47.8,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",137
"27",454,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",122,"37",4118385,365782,54.7,"Y","Y","N","M","M","20.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",138
"27",455,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",123,"40",4118379,365776,43.1,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",139
"27",456,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",124,"40",4118379,365776,45.5,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",140
"27",457,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",125,"42",4118368,365765,47.9,"DY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",141
"27",458,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",126,"44",4118389,365773,53.4,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",142
"27",459,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",127,"45",4118396,365793,42.5,"DY","N","N","SNBA","S","7.6","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120818,"Peawick silt loam","silt loam","silty clay","marine deposits","moderately well drained","D","No",143
"23",460,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",128,"47",4118407,365802,54.1,"Y","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",144
"23",461,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",129,"48",4118409,365805,30.2,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",145
"23",462,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",130,"49",4118407,365817,52.9,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",146
"23",463,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",131,"50",4118399,365818,47.1,"DY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",147
"23",464,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",132,"56",4118411,365817,53.1,"Y","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",148
"23",465,2016,"SCTR-22-APR-2016-04","23-Apr-16","22-Apr-16","1",133,"57",4118384,365810,38.4,"GY","N","N","SNBA","S","6.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",149
"23",466,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",1,"-",4118394,365829,52.8,"Y","N","N","SNBA","NBA","-","FT1","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",150
"23",468,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",3,"-",4118394,365829,41.7,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",151
"23",469,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",4,"-",4118392,365838,45.6,"GY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",152
"23",470,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",5,"-",4118407,365853,48,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",153
"23",471,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",6,"-",4118393,365839,45.5,"DY","Y","N","M","M","11.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",154
"23",472,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",7,"-",4118388,365843,48.3,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",155
"23",473,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",8,"-",4118386,365851,41.5,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",156
"23",474,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",9,"-",4118422,365884,55.7,"DY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",157
"23",475,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",10,"-",4118383,365847,45,"GY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",158
"23",476,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",11,"23:24",4118422,365876,48.2,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",159
"23",477,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",12,"23:30",4118392,365852,45.8,"DY","N","N","SNBA","NBA","10","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",160
"23",478,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",13,"23:31",4118433,365879,45.4,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",161
"23",479,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",14,"23:33",4118394,365872,43.5,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",162
"23",480,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",15,"-",4118394,365872,51.2,"DY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",163
"23",481,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",16,"23:34",4118420,365874,47.1,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",164
"23",482,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",17,"23:55",4118404,365854,59.9,"DY","N","Y","F","F","22","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",165
"23",483,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",18,"23:38",4118418,365866,49.6,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",166
"23",484,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",19,"23:40",4118403,365879,58.5,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",167
"29B",485,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",20,"23:43",4118431,365921,54.6,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",168
"29B",486,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",21,"23:44",4118419,365919,51.8,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",169
"29B",487,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",22,"23:45",4118427,365928,46.7,"GY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",170
"23",488,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",23,"23:50",4118420,365995,56.2,"DY","N","Y","F","F","22","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",171
"23",489,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",24,"23:54",4118412,366035,48.5,"GY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",172
"23",490,2016,"SCTR-27-APR-2016-01","27-Apr-16","27-Apr-16","2",25,"23:55",4118396,366040,40.7,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",173
"23",492,2016,"SCTR-27-APR-2016-01","28-Apr-16","27-Apr-16","2",27,"24:00:00",4118411,366047,49.9,"GY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",174
"23",493,2016,"SCTR-27-APR-2016-01","28-Apr-16","27-Apr-16","2",28,"0:01",4118396,366048,50.3,"GY","N","Y","F","F","14.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120814,"Newflat silt loam","silt loam","clay","alluvium","somewhat poorly drained","D","No ",175
"29B",494,2016,"SCTR-27-APR-2016-01","28-Apr-16","27-Apr-16","2",29,"0:05",4118374,366143,47,"DY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",176
"29B",495,2016,"SCTR-27-APR-2016-01","28-Apr-16","27-Apr-16","2",30,"0:06",4118369,366146,39.1,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",177
"29B",496,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",31,"0:10",4118369,366146,39.2,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",178
"29B",497,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",32,"0:11",4118368,366152,52.6,"Y","Y","N","M","M","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",179
"29B",498,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",33,"0:15",4118375,366147,45.4,"Y","Y","N","M","M","9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",180
"29B",499,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",34,"0:17",4118380,366175,35.3,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",181
"29B",500,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",35,"0:20",4118371,366221,42.9,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",182
"29B",501,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",36,"0:21",4118371,366221,41,"G","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",183
"29B",502,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",37,"0:23",4118353,366206,36.8,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",184
"29B",503,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",38,"0:24",4118360,366224,37.9,"GY","N","N","SNBA","S","6.3","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",185
"29B",504,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",39,"0:24",4118354,366230,40.9,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",186
"29B",505,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",40,"0:25",4118354,366230,46.3,"GY","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",187
"29B",506,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",41,"0:25",4118361,366225,41,"GY","N","N","SNBA","S","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",188
"29B",507,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",42,"0:29",4118377,366252,47.9,"GY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",189
"16",508,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",43,"0:30",4118355,366275,45.8,"G","N","N","SNBA","NBA","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120806,"Izagora loam","fine sandy loam","clay loam","alluvium","moderately well drained","C","No",190
"29B",509,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",44,"0:33",4118382,366281,42,"G","N","N","SNBA","S","8.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",191
"16",510,2016,"SCTR-27-APR-2016-02","28-Apr-16","27-Apr-16","2",45,"0:33",4118352,366268,49,"GY","N","Y","F","F","-","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120806,"Izagora loam","fine sandy loam","clay loam","alluvium","moderately well drained","C","No",192
