MUSYM,Index,Year,Sheet_ID,Date,Date_survey_started,Survey,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Sex,Adjusted_sex,Mass,COMMENTS,LOCAL_NAME,FORM_NAME,ALLIAN_SCI,ALLIAN_ENG,ASSOC_SCI,AREASYMBOL,MUKEY,Soil_description,Top_layer,Middle_layer,Parent_material,Drainage,Hydric_soil_group,Hydric_soil,lineOrig,Dist_to_breeding_pool,Dist_to_wetland,Dist_to_meadow
23,481,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,16,23:34,4118420,365874,47.1,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,53,129.6642168,422.4132164,34.9572471
23,480,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,15,-,4118394,365872,51.2,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,54,140.9132207,397.7748532,59.50213379
23,469,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,4,-,4118392,365838,45.6,GY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,55,116.0729784,383.246068,59.87804584
23,471,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,6,-,4118393,365839,45.5,DY,Y,N,M,M,11.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,56,116.074287,384.5240809,58.77876295
23,483,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,18,23:38,4118418,365866,49.6,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,57,123.3531442,417.5063791,34.84262799
23,484,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,19,23:40,4118403,365879,58.5,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,58,141.9747559,408.8587932,52.62846877
23,475,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,10,-,4118383,365847,45,GY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,59,128.8030169,377.9620246,68.53787401
23,476,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,11,23:24,4118422,365876,48.2,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,60,130.6656398,425.035723,33.93389935
23,516,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,51,0:45,4118380,366311,41.6,GY,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,61,94.65714077,682.0230844,18.73117878
23,517,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,52,0:45,4118372,366306,39.5,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,62,92.79655747,673.5681322,25.34143804
23,474,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,9,-,4118422,365884,55.7,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,63,138.0304101,428.2342548,38.12492
23,518,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,53,0:46,4118399,366319,50.6,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,64,98.62243711,690.3814441,2.126479631
23,460,2016,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,1,128,47,4118407,365802,54.1,Y,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,65,81.48107061,387.2623532,45.9284082
23,461,2016,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,1,129,48,4118409,365805,30.2,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,66,81.58462236,389.9291243,47.21076657
23,464,2016,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,1,132,56,4118411,365817,53.1,Y,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,67,87.80522283,394.9666776,49.05820878
23,465,2016,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,1,133,57,4118384,365810,38.4,GY,N,N,SNBA,S,6.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,68,105.205523,367.0814065,66.62452135
23,468,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,3,-,4118394,365829,41.7,GY,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,69,108.4340179,382.2202554,59.60972382
23,470,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,5,-,4118407,365853,48,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,70,117.8882648,402.5119273,44.92129162
23,472,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,7,-,4118388,365843,48.3,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,71,122.4365713,381.2033977,63.52315777
23,520,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,55,0:50,4118381,366338,39.1,G,N,N,SNBA,S,7.4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,72,120.4137422,705.6156323,26.85262888
23,521,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,56,0:51,4118379,366351,34.7,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,73,133.5294621,715.8143088,34.68925795
23,525,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,60,0:57,4118410,366358,43.3,G,N,N,SNBA,S,7.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,74,137.1290178,700.8452999,10.54063606
23,526,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,61,1:01,4118411,366374,51.3,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,75,153.1415475,708.6946157,17.12438576
23,527,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,62,1:02,4118411,366374,47.5,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,76,153.1415475,708.6946157,17.12438576
23,528,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,63,1:04,4118428,366381,40.3,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,77,161.2576356,698.5369041,6.387221628
23,529,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,64,1:04,4118424,366381,48.4,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,78,160.8342446,701.828901,9.465470105
23,530,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,65,1:06,4118442,366396,52.7,Y,N,Y,F,F,21,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,79,178.2224348,695.8647615,5.191931318
23,531,2016,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,2,66,1:06,4118437,366389,40.3,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,80,170.4536693,695.7916486,4.569738213
23,466,2016,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,2,1,-,4118394,365829,52.8,Y,N,N,SNBA,NBA,-,FT1,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,81,108.4340179,382.2202554,59.60972382
23,519,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,54,0:47,4118387,366327,33.5,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,82,108.3685923,699.3128993,16.41197719
23,522,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,57,0:52,4118403,366335,32.3,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,83,114.2765011,694.8495969,5.995886662
23,524,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,59,0:56,4118423,366355,49.7,Y,Y,N,M,M,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,84,134.8576601,688.2697453,0
23,514,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,49,0:40,4118377,366306,36.4,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,85,90.92018162,676.1928155,20.47984407
23,515,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,50,0:41,4118395,366304,46.7,GY,N,Y,F,F,13.6,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,86,84.27993616,684.1862078,2.510789344
23,523,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,58,0:55,4118420,366344,34.8,G,N,N,SNBA,S,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120814,Newflat silt loam,silt loam,clay,alluvium,somewhat poorly drained,D,No ,87,123.6167176,684.9398794,0
27,394,2016,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,1,62,2235,4118396,365481,37.4,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,88,286.3811203,292.1311329,31.8728013
27,395,2016,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,1,63,2235,4118400,365497,61,Y,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,89,269.8951218,307.1475436,31.40309628
27,347,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,15,2055,4118469,365244,37,G,N,N,SNBA,S,-,,Mesic Mixed Hardwood Forest,Lowland or submontane cold-deciduous forest,Fagus grandifolia - Quercus rubra - Quercus alba Forest Alliance,American Beech - Northern Red Oak - White Oak Forest Alliance,"Fagus grandifolia - Quercus (alba, rubra) - Liriodendron tulipifera / (Ilex opaca var. opaca) / Polystichum acrostichoides Forest",VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,90,512.4839557,46.92661035,9.026840918
27,435,2016,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,1,103,1,4118420,365710,43.9,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,91,71.55397191,381.4012117,21.61200735
27,356,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,24,2110,4118454,365311,33.4,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,92,445.9136973,114.7567007,6.279561939
27,388,2016,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,1,56,2225,4118424,365486,46.1,DY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,93,275.0856832,292.2276276,5.003424453
27,355,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,23,2110,4118454,365311,44.9,Y,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,94,445.9136973,114.7567007,6.279561939
27,366,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,34,2120,4118453,365328,44.2,G,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,95,428.9783005,131.7570839,8.303327808
27,432,2016,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,1,100,2356,4118416,365706,39.8,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,96,77.19491435,377.0498177,26.7081716
27,393,2016,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,1,61,2232,4118412,365495,42.7,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120818,Peawick silt loam,silt loam,silty clay,marine deposits,moderately well drained,D,No,97,268.776846,303.0925036,19.76240556
